5.000000000000000000e+00,4.550000000000000000e+01,5.708749999999999858e+01,1.690000000000000000e+02,1.000000000000000000e+00,2.900000000000000000e+01,3.748191593352883899e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01,2.420443671161374510e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.268823291548726218e+01,2.020000000000000000e+02
8.000000000000000000e+00,6.200000000000000000e+01,6.395698924731182444e+01,1.690000000000000000e+02,1.000000000000000000e+00,2.900000000000000000e+01,3.739526730937773635e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01,2.363340380549682962e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.262782258064516228e+01,2.020000000000000000e+02
1.000000000000000000e+00,3.800000000000000000e+01,4.443529411764706083e+01,1.250000000000000000e+02,1.000000000000000000e+00,3.100000000000000000e+01,3.890522875816993320e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01,2.426943231441047999e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.268027485852869773e+01,2.020000000000000000e+02
9.000000000000000000e+00,6.200000000000000000e+01,6.033018867924528195e+01,1.250000000000000000e+02,1.000000000000000000e+00,3.200000000000000000e+01,3.912655601659751170e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.350000000000000000e+01,2.413541666666666785e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.267070707070707059e+01,2.020000000000000000e+02
1.000000000000000000e+01,6.900000000000000000e+01,6.850485436893204394e+01,1.690000000000000000e+02,1.000000000000000000e+00,3.100000000000000000e+01,3.812385321100917679e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01,2.356202531645569564e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.264527845036319675e+01,2.020000000000000000e+02
2.000000000000000000e+00,6.400000000000000000e+01,6.377551020408163396e+01,1.230000000000000000e+02,1.000000000000000000e+00,3.600000000000000000e+01,4.320203735144312418e+01,1.690000000000000000e+02,1.000000000000000000e+00,1.600000000000000000e+01,2.606273946360153104e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.280276535176901120e+01,2.020000000000000000e+02
3.000000000000000000e+00,4.200000000000000000e+01,4.317391304347825809e+01,1.080000000000000000e+02,1.000000000000000000e+00,4.200000000000000000e+01,4.834246575342465491e+01,1.690000000000000000e+02,1.000000000000000000e+00,1.600000000000000000e+01,2.588961953968999552e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.276582792207792139e+01,2.020000000000000000e+02
4.000000000000000000e+00,4.800000000000000000e+01,5.433009708737863974e+01,1.690000000000000000e+02,1.000000000000000000e+00,2.800000000000000000e+01,3.623524379811804863e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01,2.378270132083510902e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.266195476575121148e+01,2.020000000000000000e+02
9.000000000000000000e+00,8.150000000000000000e+01,8.190000000000000568e+01,1.530000000000000000e+02,1.000000000000000000e+00,4.000000000000000000e+01,4.569537815126050617e+01,1.690000000000000000e+02,1.000000000000000000e+00,1.700000000000000000e+01,2.668864650470996480e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.288571428571428612e+01,2.020000000000000000e+02
4.000000000000000000e+00,4.800000000000000000e+01,5.189743589743589780e+01,1.650000000000000000e+02,1.000000000000000000e+00,3.750000000000000000e+01,4.346704871060171627e+01,1.690000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+01,2.542996289424860734e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.278626574563185869e+01,2.020000000000000000e+02
2.000000000000000000e+00,4.650000000000000000e+01,5.970833333333333570e+01,1.480000000000000000e+02,1.000000000000000000e+00,3.600000000000000000e+01,4.297693920335429851e+01,1.690000000000000000e+02,1.000000000000000000e+00,1.800000000000000000e+01,2.805143160127253310e+01,2.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.294269340974211957e+01,2.020000000000000000e+02
