3.000000000000000000e+00,8.850000000000000000e+01,1.042916666666666714e+02,4.030000000000000000e+02,1.000000000000000000e+00,1.450000000000000000e+02,1.852881226053639807e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.400000000000000000e+01,1.382825070159027234e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.308326710816777165e+02,8.370000000000000000e+02
6.000000000000000000e+00,1.270000000000000000e+02,1.722703862660944196e+02,6.880000000000000000e+02,1.000000000000000000e+00,1.330000000000000000e+02,1.705172832019405575e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.900000000000000000e+01,1.342266545784224832e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.310601503759398554e+02,8.370000000000000000e+02
1.200000000000000000e+01,9.800000000000000000e+01,1.245643564356435604e+02,6.030000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+02,1.870930232558139608e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.300000000000000000e+01,1.368597871355853783e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.311752988047808799e+02,8.370000000000000000e+02
6.000000000000000000e+00,1.660000000000000000e+02,2.085755102040816382e+02,7.410000000000000000e+02,1.000000000000000000e+00,1.350000000000000000e+02,1.735693568726355522e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.350000000000000000e+01,1.368755803156917352e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.312329495128432200e+02,8.370000000000000000e+02
2.500000000000000000e+01,1.315000000000000000e+02,1.375000000000000000e+02,3.280000000000000000e+02,1.000000000000000000e+00,1.700000000000000000e+02,2.072814445828144585e+02,8.370000000000000000e+02,1.000000000000000000e+00,1.080000000000000000e+02,1.489792423456149493e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.500000000000000000e+01,1.320352049910873404e+02,8.370000000000000000e+02
9.000000000000000000e+00,1.140000000000000000e+02,1.436023391812865384e+02,5.240000000000000000e+02,1.000000000000000000e+00,1.470000000000000000e+02,1.832222222222222285e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.400000000000000000e+01,1.373576405016256388e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.311752988047808799e+02,8.370000000000000000e+02
1.200000000000000000e+01,1.430000000000000000e+02,1.759279279279279251e+02,6.340000000000000000e+02,1.000000000000000000e+00,1.600000000000000000e+02,1.958996168582375503e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.750000000000000000e+01,1.406713051823416549e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.312906513070447545e+02,8.370000000000000000e+02
6.000000000000000000e+00,9.400000000000000000e+01,1.183055555555555571e+02,5.240000000000000000e+02,1.000000000000000000e+00,1.850000000000000000e+02,2.137373046875000000e+02,8.370000000000000000e+02,1.000000000000000000e+00,1.010000000000000000e+02,1.432901023890784984e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.400000000000000000e+01,1.316352732119058260e+02,8.370000000000000000e+02
2.000000000000000000e+00,1.540000000000000000e+02,2.040516717325228058e+02,7.410000000000000000e+02,1.000000000000000000e+00,1.260000000000000000e+02,1.672027761013880536e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.000000000000000000e+01,1.353484224965706346e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.308322295805739373e+02,8.370000000000000000e+02
3.000000000000000000e+00,1.440000000000000000e+02,1.913417721518987378e+02,6.880000000000000000e+02,1.000000000000000000e+00,1.375000000000000000e+02,1.767656042496680016e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.100000000000000000e+01,1.356434463794683722e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.309456473707467978e+02,8.370000000000000000e+02
1.000000000000000000e+00,1.105000000000000000e+02,1.280937500000000000e+02,4.580000000000000000e+02,1.000000000000000000e+00,1.455000000000000000e+02,1.850833333333333428e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.500000000000000000e+01,1.390301460197833308e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.350000000000000000e+01,1.313479609929078151e+02,8.370000000000000000e+02
1.900000000000000000e+01,1.410000000000000000e+02,1.679189189189189051e+02,4.900000000000000000e+02,1.000000000000000000e+00,1.490000000000000000e+02,1.867190201729106604e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.400000000000000000e+01,1.385004686035613872e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.312906513070447545e+02,8.370000000000000000e+02
6.000000000000000000e+00,1.020000000000000000e+02,1.103617021276595693e+02,3.280000000000000000e+02,1.000000000000000000e+00,1.235000000000000000e+02,1.755711009174311812e+02,7.730000000000000000e+02,1.000000000000000000e+00,9.900000000000000000e+01,1.425782608695652129e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.400000000000000000e+01,1.318615932354250049e+02,8.370000000000000000e+02
2.300000000000000000e+01,1.555000000000000000e+02,1.935399999999999920e+02,6.660000000000000000e+02,1.000000000000000000e+00,1.480000000000000000e+02,1.860565627266134925e+02,8.370000000000000000e+02,1.000000000000000000e+00,9.400000000000000000e+01,1.384255519023015495e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.300000000000000000e+01,1.312906513070447545e+02,8.370000000000000000e+02
4.000000000000000000e+00,8.050000000000000000e+01,1.430250000000000057e+02,6.880000000000000000e+02,1.000000000000000000e+00,1.805000000000000000e+02,2.089553872053872112e+02,8.370000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+02,1.431982248520710073e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.400000000000000000e+01,1.318593680462839473e+02,8.370000000000000000e+02
1.600000000000000000e+01,2.190000000000000000e+02,2.339047619047618980e+02,5.640000000000000000e+02,1.000000000000000000e+00,1.970000000000000000e+02,2.186777566539923896e+02,8.370000000000000000e+02,1.000000000000000000e+00,1.070000000000000000e+02,1.490685504971219189e+02,8.370000000000000000e+02,1.000000000000000000e+00,8.700000000000000000e+01,1.327293906810035935e+02,8.370000000000000000e+02
